Vaccine/Sample	Dose	Geography Type	Geography	Survey Year	Dimension Type	Dimension	Estimate (%)	95% CI (%)	Sample Size
HPV	≥1 Dose, Females	States/Local Areas	District of Columbia	2011	Age	13-17 Years	55.0	45.5 to 64.1	210
HPV	≥1 Dose, Females	States/Local Areas	Florida	2011	Age	13-17 Years	50.0	41.3 to 58.7	240
HPV	≥1 Dose, Females	States/Local Areas	Georgia	2011	Age	13-17 Years	48.4	39.5 to 57.4	215
HPV	≥1 Dose, Females	States/Local Areas	Hawaii	2011	Age	13-17 Years	73.1	64.4 to 80.4	154
HPV	≥1 Dose, Females	States/Local Areas	Idaho	2011	Age	13-17 Years	45.5	35.3 to 56.1	176
HPV	≥1 Dose, Females	States/Local Areas	Illinois	2011	Age	13-17 Years	51.6	44.1 to 59.0	404
HPV	≥1 Dose, Females	States/Local Areas	IL-City of Chicago	2011	Age	13-17 Years	47.0	37.8 to 56.5	181
HPV	≥1 Dose, Females	States/Local Areas	IL-Rest of state	2011	Age	13-17 Years	52.7	43.7 to 61.5	223
HPV	≥1 Dose, Females	States/Local Areas	Indiana	2011	Age	13-17 Years	40.8	32.0 to 50.2	199
HPV	≥1 Dose, Females	States/Local Areas	Iowa	2011	Age	13-17 Years	53.5	43.5 to 63.3	169
HPV	≥1 Dose, Females	States/Local Areas	Kansas	2011	Age	13-17 Years	37.2	29.0 to 46.3	198
HPV	≥1 Dose, Females	States/Local Areas	Kentucky	2011	Age	13-17 Years	46.0	36.5 to 55.8	176
HPV	≥1 Dose, Females	States/Local Areas	Louisiana	2011	Age	13-17 Years	63.0	53.9 to 71.4	214
HPV	≥1 Dose, Females	States/Local Areas	Maine	2011	Age	13-17 Years	56.1	47.8 to 64.1	211
HPV	≥1 Dose, Females	States/Local Areas	Maryland	2011	Age	13-17 Years	45.7	37.6 to 54.0	255
HPV	≥1 Dose, Females	States/Local Areas	Massachusetts	2011	Age	13-17 Years	61.1	52.0 to 69.6	178
HPV	≥1 Dose, Females	States/Local Areas	Michigan	2011	Age	13-17 Years	55.6	45.6 to 65.1	185
HPV	≥1 Dose, Females	States/Local Areas	Minnesota	2011	Age	13-17 Years	55.5	45.5 to 65.1	159
HPV	≥1 Dose, Females	States/Local Areas	Mississippi	2011	Age	13-17 Years	31.9	22.6 to 43.0	167
HPV	≥1 Dose, Females	States/Local Areas	Missouri	2011	Age	13-17 Years	49.5	40.0 to 59.1	191
HPV	≥1 Dose, Females	States/Local Areas	Montana	2011	Age	13-17 Years	52.9	41.0 to 64.4	204
HPV	≥1 Dose, Females	States/Local Areas	Nebraska	2011	Age	13-17 Years	59.0	48.8 to 68.4	174
HPV	≥1 Dose, Females	States/Local Areas	Nevada	2011	Age	13-17 Years	55.3	44.0 to 66.1	189
HPV	≥1 Dose, Females	States/Local Areas	New Hampshire	2011	Age	13-17 Years	65.8	57.7 to 73.0	191
HPV	≥1 Dose, Females	States/Local Areas	New Jersey	2011	Age	13-17 Years	55.5	47.3 to 63.4	219
HPV	≥1 Dose, Females	States/Local Areas	New Mexico	2011	Age	13-17 Years	58.1	49.3 to 66.4	209
HPV	≥1 Dose, Females	States/Local Areas	New York	2011	Age	13-17 Years	46.6	40.8 to 52.5	399
HPV	≥1 Dose, Females	States/Local Areas	NY-City of New York	2011	Age	13-17 Years	56.8	48.8 to 64.4	209
HPV	≥1 Dose, Females	States/Local Areas	NY-Rest of state	2011	Age	13-17 Years	40.3	32.6 to 48.6	190
HPV	≥1 Dose, Females	States/Local Areas	North Carolina	2011	Age	13-17 Years	54.4	44.6 to 63.9	161
HPV	≥1 Dose, Females	States/Local Areas	North Dakota	2011	Age	13-17 Years	51.2	38.8 to 63.5	142
HPV	≥1 Dose, Females	States/Local Areas	Ohio	2011	Age	13-17 Years	45.5	37.2 to 54.1	181
HPV	≥1 Dose, Females	States/Local Areas	Oklahoma	2011	Age	13-17 Years	49.8	40.0 to 59.6	175
HPV	≥1 Dose, Females	States/Local Areas	Oregon	2011	Age	13-17 Years	68.6	59.6 to 76.5	176
HPV	≥1 Dose, Females	States/Local Areas	Pennsylvania	2011	Age	13-17 Years	51.9	44.0 to 59.8	435
HPV	≥1 Dose, Females	States/Local Areas	PA-Philadelphia	2011	Age	13-17 Years	75.9	67.1 to 83.0	188
HPV	≥1 Dose, Females	States/Local Areas	PA-Rest of state	2011	Age	13-17 Years	48.8	40.0 to 57.6	247
HPV	≥1 Dose, Females	HHS Regions/National	United States	2011	Age	13-17 Years	53.0	51.4 to 54.7	11236
HPV	≥1 Dose, Females	HHS Regions/National	Region 1	2011	Age	13-17 Years	62.1	57.3 to 66.7	1211
HPV	≥1 Dose, Females	HHS Regions/National	Region 2	2011	Age	13-17 Years	49.5	44.7 to 54.3	618
HPV	≥1 Dose, Females	HHS Regions/National	Region 3	2011	Age	13-17 Years	49.5	44.9 to 54.1	1458
HPV	≥1 Dose, Females	HHS Regions/National	Region 4	2011	Age	13-17 Years	47.9	44.1 to 51.7	1505
HPV	≥1 Dose, Females	HHS Regions/National	Region 5	2011	Age	13-17 Years	51.5	47.8 to 55.3	1338
HPV	≥1 Dose, Females	HHS Regions/National	Region 6	2011	Age	13-17 Years	50.1	45.4 to 54.8	1807
HPV	≥1 Dose, Females	HHS Regions/National	Region 7	2011	Age	13-17 Years	49.0	43.7 to 54.3	732
HPV	≥1 Dose, Females	HHS Regions/National	Region 8	2011	Age	13-17 Years	50.6	44.7 to 56.4	1090
HPV	≥1 Dose, Females	HHS Regions/National	Region 9	2011	Age	13-17 Years	63.4	57.6 to 68.8	804
HPV	≥1 Dose, Females	States/Local Areas	Rhode Island	2011	Age	13-17 Years	76.1	68.1 to 82.5	203
HPV	≥1 Dose, Females	States/Local Areas	South Carolina	2011	Age	13-17 Years	38.7	28.7 to 49.7	161
HPV	≥1 Dose, Females	States/Local Areas	South Dakota	2011	Age	13-17 Years	58.1	44.1 to 70.9	179
HPV	≥1 Dose, Females	States/Local Areas	Tennessee	2011	Age	13-17 Years	46.0	36.8 to 55.5	205
HPV	≥1 Dose, Females	States/Local Areas	Texas	2011	Age	13-17 Years	48.8	42.3 to 55.4	1057
HPV	≥1 Dose, Females	States/Local Areas	TX-Bexar County	2011	Age	13-17 Years	51.5	42.7 to 60.2	213
HPV	≥1 Dose, Females	States/Local Areas	TX-City of Houston	2011	Age	13-17 Years	49.7	40.7 to 58.6	250
HPV	≥1 Dose, Females	States/Local Areas	TX-Dallas County	2011	Age	13-17 Years	41.2	32.2 to 50.8	196
HPV	≥1 Dose, Females	States/Local Areas	TX-El Paso County	2011	Age	13-17 Years	75.0	66.2 to 82.1	169
HPV	≥1 Dose, Females	States/Local Areas	TX-Rest of state	2011	Age	13-17 Years	48.2	39.4 to 57.0	229
HPV	≥1 Dose, Females	States/Local Areas	U.S. Virgin Islands	2011	Age	13-17 Years	26.4	20.3 to 33.5	232
HPV	≥1 Dose, Females	HHS Regions/National	Region 10	2011	Age	13-17 Years	63.8	58.2 to 69.1	673
HPV	≥1 Dose, Females	States/Local Areas	Utah	2011	Age	13-17 Years	53.3	42.8 to 63.5	170
HPV	≥1 Dose, Females	States/Local Areas	Vermont	2011	Age	13-17 Years	63.0	54.6 to 70.6	205
HPV	≥1 Dose, Females	States/Local Areas	Virginia	2011	Age	13-17 Years	46.9	37.6 to 56.4	176
HPV	≥1 Dose, Females	States/Local Areas	Washington	2011	Age	13-17 Years	66.5	57.1 to 74.7	162
HPV	≥1 Dose, Females	States/Local Areas	West Virginia	2011	Age	13-17 Years	50.6	41.4 to 59.6	179
HPV	≥1 Dose, Females	States/Local Areas	Wisconsin	2011	Age	13-17 Years	65.7	56.8 to 73.6	210
HPV	≥1 Dose, Females	States/Local Areas	Wyoming	2011	Age	13-17 Years	60.9	50.1 to 70.8	175
HPV	≥1 Dose, Females	States/Local Areas	Alabama	2012	Age	13-17 Years	46.6	36.5 to 57.0	146
HPV	≥1 Dose, Females	States/Local Areas	Alaska	2012	Age	13-17 Years	56.1	46.7 to 65.1	145
HPV	≥1 Dose, Females	States/Local Areas	Arizona	2012	Age	13-17 Years	54.3	44.7 to 63.5	178
HPV	≥1 Dose, Females	States/Local Areas	Arkansas	2012	Age	13-17 Years	41.2	31.0 to 52.2	156
HPV	≥1 Dose, Females	States/Local Areas	California	2012	Age	13-17 Years	65.0	56.4 to 72.8	202
HPV	≥1 Dose, Females	States/Local Areas	Colorado	2012	Age	13-17 Years	61.4	50.2 to 71.5	156
HPV	≥1 Dose, Females	States/Local Areas	Connecticut	2012	Age	13-17 Years	57.6	47.1 to 67.4	141
HPV	≥1 Dose, Females	States/Local Areas	Delaware	2012	Age	13-17 Years	67.2	56.8 to 76.1	157
HPV	≥1 Dose, Females	States/Local Areas	District of Columbia	2012	Age	13-17 Years	57.8	47.5 to 67.5	158
HPV	≥1 Dose, Females	States/Local Areas	Florida	2012	Age	13-17 Years	39.4	29.8 to 49.8	150
HPV	≥1 Dose, Females	States/Local Areas	Georgia	2012	Age	13-17 Years	52.3	41.6 to 62.8	156
HPV	≥1 Dose, Females	States/Local Areas	Hawaii	2012	Age	13-17 Years	64.6	54.7 to 73.4	152
HPV	≥1 Dose, Females	States/Local Areas	Idaho	2012	Age	13-17 Years	51.3	41.9 to 60.7	173
HPV	≥1 Dose, Females	States/Local Areas	Illinois	2012	Age	13-17 Years	41.2	33.1 to 49.8	308
HPV	≥1 Dose, Females	States/Local Areas	IL-City of Chicago	2012	Age	13-17 Years	61.4	50.6 to 71.2	143
HPV	≥1 Dose, Females	States/Local Areas	IL-Rest of state	2012	Age	13-17 Years	36.2	26.8 to 46.7	165
HPV	≥1 Dose, Females	States/Local Areas	Indiana	2012	Age	13-17 Years	48.4	38.7 to 58.2	154
HPV	≥1 Dose, Females	States/Local Areas	Iowa	2012	Age	13-17 Years	57.5	47.7 to 66.7	151
HPV	≥1 Dose, Females	States/Local Areas	Kansas	2012	Age	13-17 Years	42.7	32.7 to 53.4	157
HPV	≥1 Dose, Females	States/Local Areas	Kentucky	2012	Age	13-17 Years	51.2	40.8 to 61.6	154
HPV	≥1 Dose, Females	States/Local Areas	Louisiana	2012	Age	13-17 Years	62.1	53.2 to 70.3	186
HPV	≥1 Dose, Females	States/Local Areas	Maine	2012	Age	13-17 Years	61.7	52.0 to 70.6	162
HPV	≥1 Dose, Females	States/Local Areas	Maryland	2012	Age	13-17 Years	42.7	32.4 to 53.8	148
HPV	≥1 Dose, Females	States/Local Areas	Massachusetts	2012	Age	13-17 Years	69.3	60.9 to 76.7	165
HPV	≥1 Dose, Females	States/Local Areas	Michigan	2012	Age	13-17 Years	48.1	38.6 to 57.7	171
HPV	≥1 Dose, Females	States/Local Areas	Minnesota	2012	Age	13-17 Years	59.4	48.8 to 69.2	164
HPV	≥1 Dose, Females	States/Local Areas	Mississippi	2012	Age	13-17 Years	39.7	29.8 to 50.6	160
HPV	≥1 Dose, Females	States/Local Areas	Missouri	2012	Age	13-17 Years	51.6	41.1 to 61.8	150
HPV	≥1 Dose, Females	States/Local Areas	Montana	2012	Age	13-17 Years	55.1	45.2 to 64.6	150
HPV	≥1 Dose, Females	States/Local Areas	Nebraska	2012	Age	13-17 Years	67.5	56.8 to 76.6	146
HPV	≥1 Dose, Females	States/Local Areas	Nevada	2012	Age	13-17 Years	62.5	52.7 to 71.5	159
HPV	≥1 Dose, Females	States/Local Areas	New Hampshire	2012	Age	13-17 Years	52.2	41.7 to 62.5	121
HPV	≥1 Dose, Females	States/Local Areas	New Jersey	2012	Age	13-17 Years	54.6	44.9 to 64.0	145
HPV	≥1 Dose, Females	States/Local Areas	New Mexico	2012	Age	13-17 Years	51.1	41.1 to 61.0	159
HPV	≥1 Dose, Females	States/Local Areas	New York	2012	Age	13-17 Years	56.0	48.8 to 62.9	303
HPV	≥1 Dose, Females	States/Local Areas	NY-City of New York	2012	Age	13-17 Years	53.6	44.7 to 62.2	158
HPV	≥1 Dose, Females	States/Local Areas	NY-Rest of state	2012	Age	13-17 Years	57.5	47.2 to 67.2	145
HPV	≥1 Dose, Females	States/Local Areas	North Carolina	2012	Age	13-17 Years	53.3	43.6 to 62.8	163
HPV	≥1 Dose, Females	States/Local Areas	North Dakota	2012	Age	13-17 Years	60.3	50.2 to 69.5	151
HPV	≥1 Dose, Females	States/Local Areas	Ohio	2012	Age	13-17 Years	56.4	45.8 to 66.4	159
HPV	≥1 Dose, Females	States/Local Areas	Oklahoma	2012	Age	13-17 Years	55.1	45.5 to 64.3	167
HPV	≥1 Dose, Females	States/Local Areas	Oregon	2012	Age	13-17 Years	58.5	49.0 to 67.5	160
HPV	≥1 Dose, Females	States/Local Areas	Pennsylvania	2012	Age	13-17 Years	57.4	49.3 to 65.2	337
HPV	≥1 Dose, Females	States/Local Areas	PA-Philadelphia	2012	Age	13-17 Years	76.2	67.0 to 83.5	166
HPV	≥1 Dose, Females	States/Local Areas	PA-Rest of state	2012	Age	13-17 Years	55.0	45.9 to 63.8	171
HPV	≥1 Dose, Females	HHS Regions/National	United States	2012	Age	13-17 Years	53.8	52.0 to 55.7	9058
HPV	≥1 Dose, Females	HHS Regions/National	Region 1	2012	Age	13-17 Years	64.2	59.3 to 68.8	900
HPV	≥1 Dose, Females	HHS Regions/National	Region 2	2012	Age	13-17 Years	55.5	49.8 to 61.2	448
HPV	≥1 Dose, Females	HHS Regions/National	Region 3	2012	Age	13-17 Years	52.2	47.1 to 57.4	1089
HPV	≥1 Dose, Females	HHS Regions/National	Region 4	2012	Age	13-17 Years	47.0	42.7 to 51.3	1230
HPV	≥1 Dose, Females	HHS Regions/National	Region 5	2012	Age	13-17 Years	49.7	45.4 to 53.9	1089
HPV	≥1 Dose, Females	HHS Regions/National	Region 6	2012	Age	13-17 Years	52.1	47.8 to 56.3	1466
HPV	≥1 Dose, Females	HHS Regions/National	Region 7	2012	Age	13-17 Years	53.1	47.4 to 58.7	604
HPV	≥1 Dose, Females	HHS Regions/National	Region 8	2012	Age	13-17 Years	54.6	48.5 to 60.5	908
HPV	≥1 Dose, Females	HHS Regions/National	Region 9	2012	Age	13-17 Years	63.4	56.5 to 69.8	691
HPV	≥1 Dose, Females	States/Local Areas	Rhode Island	2012	Age	13-17 Years	73.7	63.3 to 82.0	153
HPV	≥1 Dose, Females	States/Local Areas	South Carolina	2012	Age	13-17 Years	41.9	31.8 to 52.7	153
HPV	≥1 Dose, Females	States/Local Areas	South Dakota	2012	Age	13-17 Years	51.0	41.0 to 60.9	135
HPV	≥1 Dose, Females	States/Local Areas	Tennessee	2012	Age	13-17 Years	54.3	43.3 to 65.0	148
HPV	≥1 Dose, Females	States/Local Areas	Texas	2012	Age	13-17 Years	51.2	45.4 to 57.0	798
HPV	≥1 Dose, Females	States/Local Areas	TX-Bexar County	2012	Age	13-17 Years	43.0	33.0 to 53.5	176
HPV	≥1 Dose, Females	States/Local Areas	TX-City of Houston	2012	Age	13-17 Years	55.8	46.4 to 64.9	189
HPV	≥1 Dose, Females	States/Local Areas	TX-Rest of state	2012	Age	13-17 Years	51.5	44.8 to 58.1	433
HPV	≥1 Dose, Females	States/Local Areas	U.S. Virgin Islands	2012	Age	13-17 Years	28.7	22.7 to 35.7	262
HPV	≥1 Dose, Females	HHS Regions/National	Region 10	2012	Age	13-17 Years	60.5	54.4 to 66.3	633
HPV	≥1 Dose, Females	States/Local Areas	Utah	2012	Age	13-17 Years	44.3	34.4 to 54.8	163
HPV	≥1 Dose, Females	States/Local Areas	Vermont	2012	Age	13-17 Years	66.4	56.9 to 74.8	158
HPV	≥1 Dose, Females	States/Local Areas	Virginia	2012	Age	13-17 Years	50.9	40.1 to 61.6	155
HPV	≥1 Dose, Females	States/Local Areas	Washington	2012	Age	13-17 Years	64.5	53.9 to 73.8	155
HPV	≥1 Dose, Females	States/Local Areas	West Virginia	2012	Age	13-17 Years	45.2	35.0 to 55.9	134
HPV	≥1 Dose, Females	States/Local Areas	Wisconsin	2012	Age	13-17 Years	50.5	39.8 to 61.1	133
HPV	≥1 Dose, Females	States/Local Areas	Wyoming	2012	Age	13-17 Years	53.9	43.8 to 63.6	153
HPV	≥1 Dose, Females	States/Local Areas	Alabama	2013	Age	13-17 Years	54.7	45.4 to 63.6	152
HPV	≥1 Dose, Females	States/Local Areas	Alaska	2013	Age	13-17 Years	52.2	42.9 to 61.4	158
HPV	≥1 Dose, Females	States/Local Areas	Arizona	2013	Age	13-17 Years	64.1	55.0 to 72.3	171
HPV	≥1 Dose, Females	States/Local Areas	Arkansas	2013	Age	13-17 Years	44.3	35.3 to 53.6	157
HPV	≥1 Dose, Females	States/Local Areas	California	2013	Age	13-17 Years	67.6	57.5 to 76.2	148
HPV	≥1 Dose, Females	States/Local Areas	Colorado	2013	Age	13-17 Years	58.2	49.4 to 66.4	163
HPV	≥1 Dose, Females	States/Local Areas	Connecticut	2013	Age	13-17 Years	56.0	46.6 to 64.9	157
HPV	≥1 Dose, Females	States/Local Areas	Delaware	2013	Age	13-17 Years	68.7	60.1 to 76.1	183
HPV	≥1 Dose, Females	States/Local Areas	District of Columbia	2013	Age	13-17 Years	55.6	41.0 to 69.3	84
HPV	≥1 Dose, Females	States/Local Areas	Florida	2013	Age	13-17 Years	49.7	39.7 to 59.7	157
HPV	≥1 Dose, Females	States/Local Areas	Georgia	2013	Age	13-17 Years	53.7	42.9 to 64.1	132
HPV	≥1 Dose, Females	States/Local Areas	Guam	2013	Age	13-17 Years	69.1	60.3 to 76.6	164
HPV	≥1 Dose, Females	States/Local Areas	Hawaii	2013	Age	13-17 Years	52.7	42.6 to 62.5	141
HPV	≥1 Dose, Females	States/Local Areas	Idaho	2013	Age	13-17 Years	55.0	44.3 to 65.2	124
HPV	≥1 Dose, Females	States/Local Areas	Illinois	2013	Age	13-17 Years	53.2	45.6 to 60.7	268
HPV	≥1 Dose, Females	States/Local Areas	IL-City of Chicago	2013	Age	13-17 Years	61.8	48.5 to 73.5	94
HPV	≥1 Dose, Females	States/Local Areas	IL-Rest of state	2013	Age	13-17 Years	51.2	42.3 to 60.0	174
HPV	≥1 Dose, Females	States/Local Areas	Indiana	2013	Age	13-17 Years	54.1	45.8 to 62.3	194
HPV	≥1 Dose, Females	States/Local Areas	Iowa	2013	Age	13-17 Years	57.0	48.2 to 65.4	183
HPV	≥1 Dose, Females	States/Local Areas	Kansas	2013	Age	13-17 Years	39.9	30.6 to 50.1	133
HPV	≥1 Dose, Females	States/Local Areas	Kentucky	2013	Age	13-17 Years	47.6	37.9 to 57.4	140
HPV	≥1 Dose, Females	States/Local Areas	Louisiana	2013	Age	13-17 Years	59.8	50.4 to 68.6	138
HPV	≥1 Dose, Females	States/Local Areas	Maine	2013	Age	13-17 Years	60.2	51.2 to 68.6	162
HPV	≥1 Dose, Females	States/Local Areas	Maryland	2013	Age	13-17 Years	50.0	38.7 to 61.2	148
HPV	≥1 Dose, Females	States/Local Areas	Massachusetts	2013	Age	13-17 Years	62.3	53.7 to 70.2	183
HPV	≥1 Dose, Females	States/Local Areas	Michigan	2013	Age	13-17 Years	66.0	56.4 to 74.4	131
HPV	≥1 Dose, Females	States/Local Areas	Minnesota	2013	Age	13-17 Years	59.3	49.8 to 68.1	167
HPV	≥1 Dose, Females	States/Local Areas	Mississippi	2013	Age	13-17 Years	53.1	43.6 to 62.3	148
HPV	≥1 Dose, Females	States/Local Areas	Missouri	2013	Age	13-17 Years	46.1	35.9 to 56.8	135
HPV	≥1 Dose, Females	States/Local Areas	Montana	2013	Age	13-17 Years	45.8	36.5 to 55.4	149
HPV	≥1 Dose, Females	States/Local Areas	Nebraska	2013	Age	13-17 Years	65.1	55.5 to 73.7	141
HPV	≥1 Dose, Females	States/Local Areas	Nevada	2013	Age	13-17 Years	53.8	44.3 to 62.9	150
HPV	≥1 Dose, Females	States/Local Areas	New Hampshire	2013	Age	13-17 Years	68.0	59.2 to 75.6	168
HPV	≥1 Dose, Females	States/Local Areas	New Jersey	2013	Age	13-17 Years	45.8	36.4 to 55.5	157
HPV	≥1 Dose, Females	States/Local Areas	New Mexico	2013	Age	13-17 Years	67.1	58.0 to 75.1	166
HPV	≥1 Dose, Females	States/Local Areas	New York	2013	Age	13-17 Years	61.7	55.3 to 67.7	344
HPV	≥1 Dose, Females	States/Local Areas	NY-City of New York	2013	Age	13-17 Years	64.2	54.8 to 72.7	154
HPV	≥1 Dose, Females	States/Local Areas	NY-Rest of state	2013	Age	13-17 Years	60.1	51.4 to 68.2	190
HPV	≥1 Dose, Females	States/Local Areas	North Carolina	2013	Age	13-17 Years	59.3	49.6 to 68.3	149
HPV	≥1 Dose, Females	States/Local Areas	North Dakota	2013	Age	13-17 Years	57.5	48.0 to 66.6	168
HPV	≥1 Dose, Females	States/Local Areas	Ohio	2013	Age	13-17 Years	54.8	45.5 to 63.9	156
HPV	≥1 Dose, Females	States/Local Areas	Oklahoma	2013	Age	13-17 Years	54.8	46.1 to 63.3	184
HPV	≥1 Dose, Females	States/Local Areas	Oregon	2013	Age	13-17 Years	66.3	57.5 to 74.1	164
HPV	≥1 Dose, Females	States/Local Areas	Pennsylvania	2013	Age	13-17 Years	59.5	51.3 to 67.3	379
HPV	≥1 Dose, Females	States/Local Areas	PA-Philadelphia	2013	Age	13-17 Years	78.4	70.3 to 84.8	159
HPV	≥1 Dose, Females	States/Local Areas	PA-Rest of state	2013	Age	13-17 Years	57.0	47.9 to 65.8	220
HPV	≥1 Dose, Females	HHS Regions/National	United States	2013	Age	13-17 Years	57.3	55.4 to 59.2	8710
HPV	≥1 Dose, Females	HHS Regions/National	Region 1	2013	Age	13-17 Years	61.9	57.2 to 66.4	978
HPV	≥1 Dose, Females	HHS Regions/National	Region 2	2013	Age	13-17 Years	56.5	51.1 to 61.7	501
HPV	≥1 Dose, Females	HHS Regions/National	Region 3	2013	Age	13-17 Years	55.1	49.6 to 60.5	1101
HPV	≥1 Dose, Females	HHS Regions/National	Region 4	2013	Age	13-17 Years	53.0	48.9 to 57.2	1165
HPV	≥1 Dose, Females	HHS Regions/National	Region 5	2013	Age	13-17 Years	57.4	53.6 to 61.1	1076
HPV	≥1 Dose, Females	HHS Regions/National	Region 6	2013	Age	13-17 Years	56.2	50.9 to 61.4	1159
HPV	≥1 Dose, Females	HHS Regions/National	Region 7	2013	Age	13-17 Years	49.7	44.2 to 55.3	592
HPV	≥1 Dose, Females	HHS Regions/National	Region 8	2013	Age	13-17 Years	52.6	47.6 to 57.6	919
HPV	≥1 Dose, Females	HHS Regions/National	Region 9	2013	Age	13-17 Years	66.0	58.1 to 73.0	610
HPV	≥1 Dose, Females	States/Local Areas	Rhode Island	2013	Age	13-17 Years	76.6	67.6 to 83.7	147
HPV	≥1 Dose, Females	States/Local Areas	South Carolina	2013	Age	13-17 Years	60.4	50.4 to 69.6	145
HPV	≥1 Dose, Females	States/Local Areas	South Dakota	2013	Age	13-17 Years	56.0	46.3 to 65.4	141
HPV	≥1 Dose, Females	States/Local Areas	Tennessee	2013	Age	13-17 Years	48.9	39.6 to 58.4	142
HPV	≥1 Dose, Females	States/Local Areas	Texas	2013	Age	13-17 Years	56.2	48.7 to 63.4	514
HPV	≥1 Dose, Females	States/Local Areas	TX-Bexar County	2013	Age	13-17 Years	54.8	45.6 to 63.6	155
HPV	≥1 Dose, Females	States/Local Areas	TX-City of Houston	2013	Age	13-17 Years	62.0	50.9 to 72.1	119
HPV	≥1 Dose, Females	States/Local Areas	TX-Rest of state	2013	Age	13-17 Years	55.9	47.2 to 64.2	240
HPV	≥1 Dose, Females	States/Local Areas	U.S. Virgin Islands	2013	Age	13-17 Years	33.2	25.3 to 42.2	156
HPV	≥1 Dose, Females	HHS Regions/National	Region 10	2013	Age	13-17 Years	61.0	55.1 to 66.7	609
HPV	≥1 Dose, Females	States/Local Areas	Utah	2013	Age	13-17 Years	44.3	35.0 to 54.0	151
HPV	≥1 Dose, Females	States/Local Areas	Vermont	2013	Age	13-17 Years	60.2	51.0 to 68.8	161
HPV	≥1 Dose, Females	States/Local Areas	Virginia	2013	Age	13-17 Years	51.9	39.3 to 64.3	155
HPV	≥1 Dose, Females	States/Local Areas	Washington	2013	Age	13-17 Years	60.7	50.6 to 69.9	163
HPV	≥1 Dose, Females	States/Local Areas	West Virginia	2013	Age	13-17 Years	49.7	40.5 to 59.0	152
HPV	≥1 Dose, Females	States/Local Areas	Wisconsin	2013	Age	13-17 Years	59.4	50.1 to 68.0	160
HPV	≥1 Dose, Females	States/Local Areas	Wyoming	2013	Age	13-17 Years	54.3	44.8 to 63.5	147
HPV	≥1 Dose, Females	States/Local Areas	Alabama	2014	Age	13-17 Years	54.7	45.3 to 63.7	172
HPV	≥1 Dose, Females	States/Local Areas	Alaska	2014	Age	13-17 Years	48.7	40.1 to 57.4	200
HPV	≥1 Dose, Females	States/Local Areas	Arizona	2014	Age	13-17 Years	58.2	48.7 to 67.2	194
HPV	≥1 Dose, Females	States/Local Areas	Arkansas	2014	Age	13-17 Years	54.6	45.5 to 63.4	183
HPV	≥1 Dose, Females	States/Local Areas	California	2014	Age	13-17 Years	69.2	59.1 to 77.8	166
HPV	≥1 Dose, Females	States/Local Areas	Colorado	2014	Age	13-17 Years	62.5	53.9 to 70.3	189
HPV	≥1 Dose, Females	States/Local Areas	Connecticut	2014	Age	13-17 Years	63.5	54.7 to 71.5	185
HPV	≥1 Dose, Females	States/Local Areas	Delaware	2014	Age	13-17 Years	67.6	57.7 to 76.1	180
HPV	≥1 Dose, Females	States/Local Areas	District of Columbia	2014	Age	13-17 Years	75.2	64.7 to 83.4	142
HPV	≥1 Dose, Females	States/Local Areas	Florida	2014	Age	13-17 Years	57.2	46.7 to 67.2	173
HPV	≥1 Dose, Females	States/Local Areas	Georgia	2014	Age	13-17 Years	65.4	55.9 to 73.9	187
HPV	≥1 Dose, Females	States/Local Areas	Hawaii	2014	Age	13-17 Years	60.4	51.6 to 68.6	186
HPV	≥1 Dose, Females	States/Local Areas	Idaho	2014	Age	13-17 Years	59.4	49.0 to 69.0	156
HPV	≥1 Dose, Females	States/Local Areas	Illinois	2014	Age	13-17 Years	64.4	57.7 to 70.6	349
HPV	≥1 Dose, Females	States/Local Areas	IL-City of Chicago	2014	Age	13-17 Years	78.1	69.0 to 85.2	141
HPV	≥1 Dose, Females	States/Local Areas	IL-Rest of state	2014	Age	13-17 Years	61.2	53.3 to 68.6	208
HPV	≥1 Dose, Females	States/Local Areas	Indiana	2014	Age	13-17 Years	61.4	52.6 to 69.5	184
HPV	≥1 Dose, Females	States/Local Areas	Iowa	2014	Age	13-17 Years	59.5	49.3 to 68.9	157
